event_id,run_id,x,y,z,unit,true_x_cm,true_y_cm,true_z_cm
63,63,-31.249089,5.000000,-15.273578,cm,-31.249089,5.000000,-15.273578
64,64,5.751673,5.000000,33.260562,cm,5.751673,5.000000,33.260562
65,65,-42.604507,5.000000,-42.628680,cm,-42.604507,5.000000,-42.628680
66,66,43.628890,5.000000,-1.938932,cm,43.628890,5.000000,-1.938932
67,67,49.730118,5.000000,-42.241158,cm,49.730118,5.000000,-42.241158
68,68,33.976397,5.000000,39.529928,cm,33.976397,5.000000,39.529928
69,69,-29.081317,5.000000,37.248214,cm,-29.081317,5.000000,37.248214
70,70,-2.469549,5.000000,5.948647,cm,-2.469549,5.000000,5.948647
71,71,17.512885,5.000000,24.283094,cm,17.512885,5.000000,24.283094
72,72,-22.945311,5.000000,18.164427,cm,-22.945311,5.000000,18.164427
73,73,32.252393,5.000000,41.242312,cm,32.252393,5.000000,41.242312
74,74,-6.555657,5.000000,41.051791,cm,-6.555657,5.000000,41.051791
75,75,-32.263802,5.000000,26.212459,cm,-32.263802,5.000000,26.212459
76,76,22.352918,5.000000,-9.918932,cm,22.352918,5.000000,-9.918932
77,77,43.427323,5.000000,31.177912,cm,43.427323,5.000000,31.177912
78,78,19.442843,5.000000,45.783811,cm,19.442843,5.000000,45.783811
79,79,-21.626815,5.000000,2.842541,cm,-21.626815,5.000000,2.842541
80,80,-45.154023,5.000000,-23.799583,cm,-45.154023,5.000000,-23.799583
81,81,-42.449847,5.000000,42.907183,cm,-42.449847,5.000000,42.907183
82,82,24.998363,5.000000,45.216000,cm,24.998363,5.000000,45.216000
83,83,-29.099005,5.000000,-37.273335,cm,-29.099005,5.000000,-37.273335
84,84,11.631759,5.000000,-41.882122,cm,11.631759,5.000000,-41.882122
85,85,47.553060,5.000000,-35.262402,cm,47.553060,5.000000,-35.262402
86,86,-16.961425,5.000000,21.424615,cm,-16.961425,5.000000,21.424615
87,87,8.916118,5.000000,22.482337,cm,8.916118,5.000000,22.482337
88,88,-41.924028,5.000000,5.849044,cm,-41.924028,5.000000,5.849044
89,89,41.366448,5.000000,-29.669936,cm,41.366448,5.000000,-29.669936
90,90,-27.051043,5.000000,33.802077,cm,-27.051043,5.000000,33.802077
91,91,45.666685,5.000000,-2.407673,cm,45.666685,5.000000,-2.407673
92,92,-38.989469,5.000000,-30.977138,cm,-38.989469,5.000000,-30.977138
93,93,-28.680377,5.000000,-22.674118,cm,-28.680377,5.000000,-22.674118
94,94,6.882556,5.000000,13.050217,cm,6.882556,5.000000,13.050217
95,95,-36.692013,5.000000,-13.372786,cm,-36.692013,5.000000,-13.372786
96,96,-25.036045,5.000000,-13.267598,cm,-25.036045,5.000000,-13.267598
97,97,-29.748258,5.000000,11.810704,cm,-29.748258,5.000000,11.810704
98,98,-45.192780,5.000000,-12.725191,cm,-45.192780,5.000000,-12.725191
99,99,-41.795947,5.000000,34.986023,cm,-41.795947,5.000000,34.986023
100,100,19.922721,5.000000,-27.142045,cm,19.922721,5.000000,-27.142045
101,101,-14.018462,5.000000,8.938423,cm,-14.018462,5.000000,8.938423
102,102,-0.029255,5.000000,19.245911,cm,-0.029255,5.000000,19.245911
103,103,-15.525129,5.000000,35.428277,cm,-15.525129,5.000000,35.428277
104,104,-39.286219,5.000000,-34.915777,cm,-39.286219,5.000000,-34.915777
105,105,-15.303481,5.000000,3.146216,cm,-15.303481,5.000000,3.146216
106,106,23.218278,5.000000,-39.629656,cm,23.218278,5.000000,-39.629656
107,107,-27.683275,5.000000,4.869050,cm,-27.683275,5.000000,4.869050
108,108,-32.144040,5.000000,-24.345720,cm,-32.144040,5.000000,-24.345720
109,109,10.851016,5.000000,-16.028003,cm,10.851016,5.000000,-16.028003
110,110,25.699286,5.000000,18.667181,cm,25.699286,5.000000,18.667181
111,111,26.223814,5.000000,-42.461922,cm,26.223814,5.000000,-42.461922
112,112,43.777084,5.000000,-11.311377,cm,43.777084,5.000000,-11.311377
113,113,-43.855206,5.000000,42.175461,cm,-43.855206,5.000000,42.175461
114,114,13.500587,5.000000,18.217932,cm,13.500587,5.000000,18.217932
115,115,-18.653857,5.000000,-12.807740,cm,-18.653857,5.000000,-12.807740
116,116,-25.561305,5.000000,13.010753,cm,-25.561305,5.000000,13.010753
117,117,-33.836988,5.000000,18.930584,cm,-33.836988,5.000000,18.930584
118,118,34.934145,5.000000,12.432492,cm,34.934145,5.000000,12.432492
119,119,24.448806,5.000000,-25.770677,cm,24.448806,5.000000,-25.770677
120,120,-28.095323,5.000000,-47.973513,cm,-28.095323,5.000000,-47.973513
121,121,-11.203995,5.000000,-31.665921,cm,-11.203995,5.000000,-31.665921
122,122,15.509515,5.000000,-11.064144,cm,15.509515,5.000000,-11.064144
123,123,-35.589512,5.000000,-34.207562,cm,-35.589512,5.000000,-34.207562
124,124,-43.249681,5.000000,0.128634,cm,-43.249681,5.000000,0.128634
125,125,-21.514683,5.000000,-37.697899,cm,-21.514683,5.000000,-37.697899
126,126,29.621048,5.000000,43.670946,cm,29.621048,5.000000,43.670946
127,127,-16.682401,5.000000,13.829869,cm,-16.682401,5.000000,13.829869
128,128,43.705472,5.000000,36.470289,cm,43.705472,5.000000,36.470289
129,129,0.547037,5.000000,-14.678892,cm,0.547037,5.000000,-14.678892
130,130,-19.100660,5.000000,-45.180634,cm,-19.100660,5.000000,-45.180634
131,131,-21.669448,5.000000,32.854768,cm,-21.669448,5.000000,32.854768
132,132,-17.457191,5.000000,37.310813,cm,-17.457191,5.000000,37.310813
133,133,-35.438655,5.000000,30.139480,cm,-35.438655,5.000000,30.139480
134,134,25.049921,5.000000,-49.622795,cm,25.049921,5.000000,-49.622795
135,135,1.118441,5.000000,-39.980473,cm,1.118441,5.000000,-39.980473
136,136,30.139387,5.000000,32.555130,cm,30.139387,5.000000,32.555130
137,137,18.829421,5.000000,-35.173541,cm,18.829421,5.000000,-35.173541
138,138,11.436019,5.000000,29.084126,cm,11.436019,5.000000,29.084126
139,139,-5.282011,5.000000,-7.644367,cm,-5.282011,5.000000,-7.644367
140,140,-45.336721,5.000000,2.007884,cm,-45.336721,5.000000,2.007884
141,141,-46.716096,5.000000,-15.174110,cm,-46.716096,5.000000,-15.174110
142,142,30.510873,5.000000,12.088993,cm,30.510873,5.000000,12.088993
143,143,25.162555,5.000000,0.315330,cm,25.162555,5.000000,0.315330
144,144,45.039418,5.000000,-10.744962,cm,45.039418,5.000000,-10.744962
145,145,31.973820,5.000000,-41.950080,cm,31.973820,5.000000,-41.950080
146,146,42.603331,5.000000,28.054863,cm,42.603331,5.000000,28.054863
147,147,48.340308,5.000000,-32.076135,cm,48.340308,5.000000,-32.076135
148,148,5.992378,5.000000,-27.310868,cm,5.992378,5.000000,-27.310868
149,149,-2.354931,5.000000,-27.788762,cm,-2.354931,5.000000,-27.788762
150,150,13.401108,5.000000,29.723321,cm,13.401108,5.000000,29.723321
151,151,4.049368,5.000000,-17.424530,cm,4.049368,5.000000,-17.424530
152,152,-11.737265,5.000000,19.753710,cm,-11.737265,5.000000,19.753710
153,153,-17.449894,5.000000,21.743816,cm,-17.449894,5.000000,21.743816
154,154,13.740772,5.000000,45.824603,cm,13.740772,5.000000,45.824603
155,155,9.920339,5.000000,-39.370897,cm,9.920339,5.000000,-39.370897
156,156,46.132569,5.000000,21.798831,cm,46.132569,5.000000,21.798831
157,157,27.949169,5.000000,-49.486807,cm,27.949169,5.000000,-49.486807
158,158,-41.952386,5.000000,-0.862901,cm,-41.952386,5.000000,-0.862901
159,159,-46.258690,5.000000,40.331157,cm,-46.258690,5.000000,40.331157
160,160,-10.233476,5.000000,-40.557012,cm,-10.233476,5.000000,-40.557012
161,161,3.863894,5.000000,17.180416,cm,3.863894,5.000000,17.180416
162,162,-37.302087,5.000000,-17.632180,cm,-37.302087,5.000000,-17.632180
163,163,-36.129727,5.000000,-37.630458,cm,-36.129727,5.000000,-37.630458
164,164,-32.032849,5.000000,-17.726498,cm,-32.032849,5.000000,-17.726498
165,165,30.508521,5.000000,-22.418869,cm,30.508521,5.000000,-22.418869
166,166,28.958221,5.000000,26.186049,cm,28.958221,5.000000,26.186049
167,167,-16.095861,5.000000,12.920454,cm,-16.095861,5.000000,12.920454
168,168,21.681928,5.000000,26.913419,cm,21.681928,5.000000,26.913419
169,169,-32.162790,5.000000,-6.370865,cm,-32.162790,5.000000,-6.370865
170,170,28.972319,5.000000,-36.827535,cm,28.972319,5.000000,-36.827535
171,171,-45.929327,5.000000,28.971562,cm,-45.929327,5.000000,28.971562
172,172,-13.649322,5.000000,-24.629578,cm,-13.649322,5.000000,-24.629578
173,173,23.300584,5.000000,19.163722,cm,23.300584,5.000000,19.163722
174,174,-0.025497,5.000000,-17.158321,cm,-0.025497,5.000000,-17.158321
175,175,37.436659,5.000000,-49.463626,cm,37.436659,5.000000,-49.463626
176,176,42.351135,5.000000,-46.904330,cm,42.351135,5.000000,-46.904330
177,177,-8.115219,5.000000,13.412218,cm,-8.115219,5.000000,13.412218
178,178,47.168909,5.000000,-41.694084,cm,47.168909,5.000000,-41.694084
179,179,-23.545051,5.000000,6.810159,cm,-23.545051,5.000000,6.810159
180,180,-37.775119,5.000000,-16.647998,cm,-37.775119,5.000000,-16.647998
181,181,-36.515691,5.000000,-19.330238,cm,-36.515691,5.000000,-19.330238
182,182,-27.955292,5.000000,35.478589,cm,-27.955292,5.000000,35.478589
183,183,18.828344,5.000000,-31.415012,cm,18.828344,5.000000,-31.415012
184,184,-8.632042,5.000000,-10.597346,cm,-8.632042,5.000000,-10.597346
185,185,16.397544,5.000000,-29.206989,cm,16.397544,5.000000,-29.206989
186,186,30.754170,5.000000,34.266128,cm,30.754170,5.000000,34.266128
187,187,40.718023,5.000000,31.889253,cm,40.718023,5.000000,31.889253
188,188,-1.434173,5.000000,-48.088439,cm,-1.434173,5.000000,-48.088439
189,189,44.351633,5.000000,34.905633,cm,44.351633,5.000000,34.905633
190,190,-29.834709,5.000000,-34.135002,cm,-29.834709,5.000000,-34.135002
191,191,31.315261,5.000000,-22.395180,cm,31.315261,5.000000,-22.395180
192,192,-8.357095,5.000000,-32.890389,cm,-8.357095,5.000000,-32.890389
193,193,-45.877791,5.000000,39.915787,cm,-45.877791,5.000000,39.915787
194,194,16.785217,5.000000,37.631867,cm,16.785217,5.000000,37.631867
195,195,-7.585081,5.000000,-44.998199,cm,-7.585081,5.000000,-44.998199
196,196,-8.794655,5.000000,8.793708,cm,-8.794655,5.000000,8.793708
197,197,-45.619128,5.000000,48.252597,cm,-45.619128,5.000000,48.252597
198,198,-23.484416,5.000000,-48.767313,cm,-23.484416,5.000000,-48.767313
199,199,10.579947,5.000000,-37.095402,cm,10.579947,5.000000,-37.095402
200,200,-30.656086,5.000000,-31.317988,cm,-30.656086,5.000000,-31.317988
201,201,-17.545887,5.000000,44.658319,cm,-17.545887,5.000000,44.658319
202,202,-40.038152,5.000000,22.597768,cm,-40.038152,5.000000,22.597768
203,203,-37.234315,5.000000,11.124534,cm,-37.234315,5.000000,11.124534
204,204,39.212673,5.000000,-11.743014,cm,39.212673,5.000000,-11.743014
205,205,-38.143499,5.000000,-34.727178,cm,-38.143499,5.000000,-34.727178
206,206,-43.454581,5.000000,28.643851,cm,-43.454581,5.000000,28.643851
207,207,46.599992,5.000000,31.036987,cm,46.599992,5.000000,31.036987
208,208,-19.349674,5.000000,21.663669,cm,-19.349674,5.000000,21.663669
209,209,-43.491751,5.000000,-4.795149,cm,-43.491751,5.000000,-4.795149
210,210,19.519682,5.000000,-19.661877,cm,19.519682,5.000000,-19.661877
211,211,-25.032434,5.000000,41.022968,cm,-25.032434,5.000000,41.022968
212,212,-42.223459,5.000000,-27.459318,cm,-42.223459,5.000000,-27.459318
213,213,-5.178089,5.000000,5.356455,cm,-5.178089,5.000000,5.356455
214,214,25.036388,5.000000,-20.260190,cm,25.036388,5.000000,-20.260190
215,215,-8.499055,5.000000,27.680864,cm,-8.499055,5.000000,27.680864
216,216,16.507340,5.000000,7.382529,cm,16.507340,5.000000,7.382529
217,217,-22.614267,5.000000,1.323760,cm,-22.614267,5.000000,1.323760
218,218,-6.906571,5.000000,-27.734873,cm,-6.906571,5.000000,-27.734873
219,219,20.287167,5.000000,49.715235,cm,20.287167,5.000000,49.715235
220,220,-4.735286,5.000000,9.249023,cm,-4.735286,5.000000,9.249023
221,221,-28.249962,5.000000,-2.353527,cm,-28.249962,5.000000,-2.353527
222,222,-8.034471,5.000000,-36.059954,cm,-8.034471,5.000000,-36.059954
223,223,-12.032972,5.000000,31.533433,cm,-12.032972,5.000000,31.533433
224,224,-7.855276,5.000000,-35.352663,cm,-7.855276,5.000000,-35.352663
225,225,-44.766772,5.000000,6.522094,cm,-44.766772,5.000000,6.522094
226,226,49.291382,5.000000,44.479748,cm,49.291382,5.000000,44.479748
227,227,49.034194,5.000000,12.582397,cm,49.034194,5.000000,12.582397
228,228,-4.907734,5.000000,25.098342,cm,-4.907734,5.000000,25.098342
229,229,49.020124,5.000000,12.896696,cm,49.020124,5.000000,12.896696
230,230,3.091248,5.000000,39.821118,cm,3.091248,5.000000,39.821118
231,231,16.831435,5.000000,38.981230,cm,16.831435,5.000000,38.981230
232,232,-25.709176,5.000000,0.500252,cm,-25.709176,5.000000,0.500252
233,233,-22.540514,5.000000,-38.271149,cm,-22.540514,5.000000,-38.271149
234,234,31.653610,5.000000,29.647800,cm,31.653610,5.000000,29.647800
235,235,-49.598114,5.000000,22.285710,cm,-49.598114,5.000000,22.285710
236,236,-6.979012,5.000000,-12.667513,cm,-6.979012,5.000000,-12.667513
237,237,-22.228686,5.000000,31.934768,cm,-22.228686,5.000000,31.934768
238,238,-6.369214,5.000000,-30.962989,cm,-6.369214,5.000000,-30.962989
239,239,32.138655,5.000000,0.873347,cm,32.138655,5.000000,0.873347
240,240,44.304926,5.000000,-49.395631,cm,44.304926,5.000000,-49.395631
241,241,-12.240432,5.000000,46.809366,cm,-12.240432,5.000000,46.809366
242,242,1.141102,5.000000,47.304871,cm,1.141102,5.000000,47.304871
243,243,-39.701729,5.000000,-29.349684,cm,-39.701729,5.000000,-29.349684
244,244,0.057252,5.000000,-30.841402,cm,0.057252,5.000000,-30.841402
245,245,12.436890,5.000000,-6.530766,cm,12.436890,5.000000,-6.530766
246,246,-34.025451,5.000000,-48.364473,cm,-34.025451,5.000000,-48.364473
247,247,-30.469324,5.000000,46.527936,cm,-30.469324,5.000000,46.527936
248,248,-0.513238,5.000000,42.058244,cm,-0.513238,5.000000,42.058244
249,249,-10.881401,5.000000,-6.440039,cm,-10.881401,5.000000,-6.440039
250,250,8.634969,5.000000,44.361363,cm,8.634969,5.000000,44.361363
251,251,35.180628,5.000000,-17.089299,cm,35.180628,5.000000,-17.089299
252,252,-45.121606,5.000000,12.238901,cm,-45.121606,5.000000,12.238901
253,253,16.436609,5.000000,17.956788,cm,16.436609,5.000000,17.956788
254,254,-41.667970,5.000000,-49.760908,cm,-41.667970,5.000000,-49.760908
255,255,-45.943809,5.000000,31.276411,cm,-45.943809,5.000000,31.276411
256,256,-45.372331,5.000000,-48.711188,cm,-45.372331,5.000000,-48.711188
257,257,14.126528,5.000000,-25.522792,cm,14.126528,5.000000,-25.522792
258,258,4.955396,5.000000,-10.479268,cm,4.955396,5.000000,-10.479268
259,259,12.371657,5.000000,-4.892624,cm,12.371657,5.000000,-4.892624
260,260,0.602045,5.000000,-3.999345,cm,0.602045,5.000000,-3.999345
261,261,39.422160,5.000000,-7.201461,cm,39.422160,5.000000,-7.201461
262,262,21.436297,5.000000,-2.067619,cm,21.436297,5.000000,-2.067619
263,263,-0.123479,5.000000,-49.555024,cm,-0.123479,5.000000,-49.555024
264,264,18.140255,5.000000,-39.145217,cm,18.140255,5.000000,-39.145217
265,265,-22.020468,5.000000,-1.938332,cm,-22.020468,5.000000,-1.938332
266,266,12.664350,5.000000,-0.943486,cm,12.664350,5.000000,-0.943486
267,267,-47.431485,5.000000,-2.266039,cm,-47.431485,5.000000,-2.266039
268,268,-48.992169,5.000000,42.651453,cm,-48.992169,5.000000,42.651453
269,269,-28.141020,5.000000,-1.421663,cm,-28.141020,5.000000,-1.421663
270,270,-3.157549,5.000000,42.328842,cm,-3.157549,5.000000,42.328842
271,271,25.811094,5.000000,5.835352,cm,25.811094,5.000000,5.835352
272,272,35.137698,5.000000,41.972715,cm,35.137698,5.000000,41.972715
273,273,11.068655,5.000000,3.312126,cm,11.068655,5.000000,3.312126
274,274,-16.660198,5.000000,4.792768,cm,-16.660198,5.000000,4.792768
275,275,13.845192,5.000000,-38.830461,cm,13.845192,5.000000,-38.830461
276,276,24.414256,5.000000,43.356259,cm,24.414256,5.000000,43.356259
277,277,-48.704928,5.000000,20.947976,cm,-48.704928,5.000000,20.947976
278,278,-7.033372,5.000000,-27.132595,cm,-7.033372,5.000000,-27.132595
279,279,29.847024,5.000000,-8.126050,cm,29.847024,5.000000,-8.126050
280,280,4.189832,5.000000,-22.482217,cm,4.189832,5.000000,-22.482217
281,281,0.189731,5.000000,19.665100,cm,0.189731,5.000000,19.665100
282,282,13.914132,5.000000,-37.470322,cm,13.914132,5.000000,-37.470322
283,283,17.956080,5.000000,30.212145,cm,17.956080,5.000000,30.212145
284,284,32.154814,5.000000,35.456868,cm,32.154814,5.000000,35.456868
285,285,15.673037,5.000000,-14.287502,cm,15.673037,5.000000,-14.287502
286,286,-29.112289,5.000000,-38.043733,cm,-29.112289,5.000000,-38.043733
287,287,-25.860015,5.000000,8.923989,cm,-25.860015,5.000000,8.923989
288,288,-46.815524,5.000000,-46.011365,cm,-46.815524,5.000000,-46.011365
289,289,15.972440,5.000000,11.414398,cm,15.972440,5.000000,11.414398
290,290,42.158468,5.000000,-19.098304,cm,42.158468,5.000000,-19.098304
291,291,39.455511,5.000000,-8.168437,cm,39.455511,5.000000,-8.168437
292,292,-48.659315,5.000000,-44.037216,cm,-48.659315,5.000000,-44.037216
293,293,25.837042,5.000000,-5.846376,cm,25.837042,5.000000,-5.846376
294,294,-26.187335,5.000000,27.032351,cm,-26.187335,5.000000,27.032351
295,295,48.741833,5.000000,-30.537548,cm,48.741833,5.000000,-30.537548
296,296,11.159791,5.000000,-29.691444,cm,11.159791,5.000000,-29.691444
297,297,32.861684,5.000000,-20.341872,cm,32.861684,5.000000,-20.341872
298,298,-42.594807,5.000000,33.410620,cm,-42.594807,5.000000,33.410620
299,299,39.242396,5.000000,15.399385,cm,39.242396,5.000000,15.399385
300,300,-4.411546,5.000000,-34.178558,cm,-4.411546,5.000000,-34.178558
301,301,2.941439,5.000000,-3.941791,cm,2.941439,5.000000,-3.941791
302,302,43.603060,5.000000,-9.474084,cm,43.603060,5.000000,-9.474084
303,303,-19.187194,5.000000,-24.549160,cm,-19.187194,5.000000,-24.549160
304,304,-34.109638,5.000000,-10.844881,cm,-34.109638,5.000000,-10.844881
305,305,41.568217,5.000000,22.467607,cm,41.568217,5.000000,22.467607
306,306,-28.086609,5.000000,-44.862596,cm,-28.086609,5.000000,-44.862596
307,307,28.601455,5.000000,26.184578,cm,28.601455,5.000000,26.184578
308,308,-24.648547,5.000000,-17.388045,cm,-24.648547,5.000000,-17.388045
309,309,18.909278,5.000000,43.424992,cm,18.909278,5.000000,43.424992
310,310,26.881133,5.000000,42.282131,cm,26.881133,5.000000,42.282131
311,311,32.797636,5.000000,19.850574,cm,32.797636,5.000000,19.850574
312,312,41.164135,5.000000,2.348342,cm,41.164135,5.000000,2.348342
313,313,6.870799,5.000000,12.898180,cm,6.870799,5.000000,12.898180
314,314,4.775941,5.000000,6.805438,cm,4.775941,5.000000,6.805438
315,315,-33.194004,5.000000,-47.954731,cm,-33.194004,5.000000,-47.954731
316,316,-45.486793,5.000000,24.399687,cm,-45.486793,5.000000,24.399687
317,317,-39.824703,5.000000,18.997802,cm,-39.824703,5.000000,18.997802
318,318,-21.107452,5.000000,31.974852,cm,-21.107452,5.000000,31.974852
319,319,10.868540,5.000000,-25.173370,cm,10.868540,5.000000,-25.173370
320,320,-37.302659,5.000000,-29.309435,cm,-37.302659,5.000000,-29.309435
321,321,-49.287905,5.000000,13.441137,cm,-49.287905,5.000000,13.441137
322,322,15.431098,5.000000,-48.533524,cm,15.431098,5.000000,-48.533524
323,323,33.701920,5.000000,-7.827872,cm,33.701920,5.000000,-7.827872
324,324,4.650644,5.000000,-17.014178,cm,4.650644,5.000000,-17.014178
325,325,44.123618,5.000000,-14.705374,cm,44.123618,5.000000,-14.705374
326,326,-2.610926,5.000000,5.169258,cm,-2.610926,5.000000,5.169258
327,327,8.625583,5.000000,-12.520221,cm,8.625583,5.000000,-12.520221
328,328,4.430763,5.000000,30.371843,cm,4.430763,5.000000,30.371843
329,329,16.191653,5.000000,-16.297872,cm,16.191653,5.000000,-16.297872
330,330,-5.932495,5.000000,0.665935,cm,-5.932495,5.000000,0.665935
331,331,-27.363901,5.000000,-22.494374,cm,-27.363901,5.000000,-22.494374
332,332,6.090728,5.000000,47.333212,cm,6.090728,5.000000,47.333212
333,333,-13.754792,5.000000,25.102143,cm,-13.754792,5.000000,25.102143
334,334,20.404961,5.000000,-0.485182,cm,20.404961,5.000000,-0.485182
335,335,18.319175,5.000000,5.990773,cm,18.319175,5.000000,5.990773
336,336,-19.677732,5.000000,1.959930,cm,-19.677732,5.000000,1.959930
337,337,-16.610697,5.000000,1.694575,cm,-16.610697,5.000000,1.694575
338,338,36.089705,5.000000,-24.852111,cm,36.089705,5.000000,-24.852111
339,339,8.948551,5.000000,46.217231,cm,8.948551,5.000000,46.217231
340,340,49.043668,5.000000,2.997613,cm,49.043668,5.000000,2.997613
341,341,33.441742,5.000000,30.102641,cm,33.441742,5.000000,30.102641
342,342,-43.285992,5.000000,24.538228,cm,-43.285992,5.000000,24.538228
343,343,1.908373,5.000000,36.434704,cm,1.908373,5.000000,36.434704
344,344,49.570768,5.000000,-38.266752,cm,49.570768,5.000000,-38.266752
345,345,28.995967,5.000000,-1.355992,cm,28.995967,5.000000,-1.355992
346,346,21.699221,5.000000,16.158993,cm,21.699221,5.000000,16.158993
347,347,7.849599,5.000000,-13.928217,cm,7.849599,5.000000,-13.928217
348,348,-24.915967,5.000000,-46.881864,cm,-24.915967,5.000000,-46.881864
349,349,-35.320568,5.000000,23.793258,cm,-35.320568,5.000000,23.793258
350,350,-9.987575,5.000000,48.963627,cm,-9.987575,5.000000,48.963627
351,351,2.915470,5.000000,16.667460,cm,2.915470,5.000000,16.667460
352,352,13.583112,5.000000,-6.433596,cm,13.583112,5.000000,-6.433596
353,353,44.975357,5.000000,-19.608287,cm,44.975357,5.000000,-19.608287
354,354,-29.567492,5.000000,20.182018,cm,-29.567492,5.000000,20.182018
355,355,47.520789,5.000000,-49.817027,cm,47.520789,5.000000,-49.817027
356,356,-17.449711,5.000000,-26.408791,cm,-17.449711,5.000000,-26.408791
