event_id,run_id,x,y,z,unit,true_x_cm,true_y_cm,true_z_cm
54,54,7.231163,5.000000,2.017158,cm,7.231163,5.000000,2.017158
55,55,19.913181,5.000000,9.803103,cm,19.913181,5.000000,9.803103
56,56,46.210705,5.000000,8.458665,cm,46.210705,5.000000,8.458665
57,57,45.922493,5.000000,37.047974,cm,45.922493,5.000000,37.047974
58,58,24.537444,5.000000,49.875565,cm,24.537444,5.000000,49.875565
59,59,16.353119,5.000000,48.872196,cm,16.353119,5.000000,48.872196
60,60,26.053410,5.000000,47.255069,cm,26.053410,5.000000,47.255069
61,61,6.579552,5.000000,7.348205,cm,6.579552,5.000000,7.348205
62,62,0.999310,5.000000,36.357229,cm,0.999310,5.000000,36.357229
63,63,19.978541,5.000000,28.006475,cm,19.978541,5.000000,28.006475
64,64,33.045329,5.000000,20.802954,cm,33.045329,5.000000,20.802954
65,65,6.820623,5.000000,45.813418,cm,6.820623,5.000000,45.813418
66,66,18.343230,5.000000,45.142197,cm,18.343230,5.000000,45.142197
67,67,42.077092,5.000000,36.928882,cm,42.077092,5.000000,36.928882
68,68,21.167700,5.000000,25.939193,cm,21.167700,5.000000,25.939193
69,69,42.238454,5.000000,0.095484,cm,42.238454,5.000000,0.095484
70,70,30.074739,5.000000,43.643291,cm,30.074739,5.000000,43.643291
71,71,3.193788,5.000000,20.453678,cm,3.193788,5.000000,20.453678
72,72,34.586432,5.000000,16.086731,cm,34.586432,5.000000,16.086731
73,73,0.407573,5.000000,34.057869,cm,0.407573,5.000000,34.057869
74,74,17.513415,5.000000,3.414465,cm,17.513415,5.000000,3.414465
75,75,7.941683,5.000000,11.291011,cm,7.941683,5.000000,11.291011
76,76,2.003944,5.000000,3.984545,cm,2.003944,5.000000,3.984545
77,77,41.844136,5.000000,31.165552,cm,41.844136,5.000000,31.165552
78,78,37.332505,5.000000,0.443534,cm,37.332505,5.000000,0.443534
79,79,1.799663,5.000000,27.464038,cm,1.799663,5.000000,27.464038
80,80,19.358134,5.000000,10.631177,cm,19.358134,5.000000,10.631177
81,81,12.228443,5.000000,14.702122,cm,12.228443,5.000000,14.702122
82,82,17.966356,5.000000,10.510646,cm,17.966356,5.000000,10.510646
83,83,35.013087,5.000000,46.048869,cm,35.013087,5.000000,46.048869
84,84,35.639468,5.000000,10.339410,cm,35.639468,5.000000,10.339410
85,85,18.030099,5.000000,37.372768,cm,18.030099,5.000000,37.372768
86,86,44.745655,5.000000,25.330838,cm,44.745655,5.000000,25.330838
87,87,17.042546,5.000000,43.860886,cm,17.042546,5.000000,43.860886
88,88,6.315424,5.000000,38.244638,cm,6.315424,5.000000,38.244638
89,89,35.216674,5.000000,7.683788,cm,35.216674,5.000000,7.683788
90,90,30.339097,5.000000,11.793172,cm,30.339097,5.000000,11.793172
91,91,37.330648,5.000000,17.860017,cm,37.330648,5.000000,17.860017
92,92,6.145664,5.000000,23.657588,cm,6.145664,5.000000,23.657588
93,93,1.416557,5.000000,25.982581,cm,1.416557,5.000000,25.982581
94,94,5.978951,5.000000,47.519394,cm,5.978951,5.000000,47.519394
95,95,14.188634,5.000000,19.898134,cm,14.188634,5.000000,19.898134
96,96,24.781783,5.000000,0.119374,cm,24.781783,5.000000,0.119374
97,97,38.846610,5.000000,33.468320,cm,38.846610,5.000000,33.468320
98,98,7.606081,5.000000,35.942514,cm,7.606081,5.000000,35.942514
99,99,8.240559,5.000000,26.651968,cm,8.240559,5.000000,26.651968
100,100,20.853343,5.000000,30.608387,cm,20.853343,5.000000,30.608387
101,101,38.224551,5.000000,26.815084,cm,38.224551,5.000000,26.815084
102,102,36.045653,5.000000,33.132847,cm,36.045653,5.000000,33.132847
103,103,41.660378,5.000000,19.664822,cm,41.660378,5.000000,19.664822
104,104,4.437582,5.000000,41.201846,cm,4.437582,5.000000,41.201846
105,105,38.599439,5.000000,25.519510,cm,38.599439,5.000000,25.519510
106,106,19.654385,5.000000,25.884502,cm,19.654385,5.000000,25.884502
107,107,18.146159,5.000000,18.935287,cm,18.146159,5.000000,18.935287
108,108,32.161716,5.000000,42.586535,cm,32.161716,5.000000,42.586535
109,109,19.350590,5.000000,30.236456,cm,19.350590,5.000000,30.236456
110,110,38.089553,5.000000,4.202754,cm,38.089553,5.000000,4.202754
111,111,9.205286,5.000000,31.311701,cm,9.205286,5.000000,31.311701
112,112,44.782527,5.000000,13.065950,cm,44.782527,5.000000,13.065950
113,113,41.581579,5.000000,49.090938,cm,41.581579,5.000000,49.090938
114,114,40.599117,5.000000,4.289448,cm,40.599117,5.000000,4.289448
115,115,34.199609,5.000000,28.677661,cm,34.199609,5.000000,28.677661
116,116,26.148589,5.000000,43.207212,cm,26.148589,5.000000,43.207212
117,117,0.788093,5.000000,31.282872,cm,0.788093,5.000000,31.282872
118,118,32.520725,5.000000,6.707494,cm,32.520725,5.000000,6.707494
119,119,43.500411,5.000000,40.308081,cm,43.500411,5.000000,40.308081
120,120,29.233380,5.000000,39.135702,cm,29.233380,5.000000,39.135702
121,121,10.691800,5.000000,29.362799,cm,10.691800,5.000000,29.362799
122,122,14.356178,5.000000,41.310506,cm,14.356178,5.000000,41.310506
123,123,1.983283,5.000000,41.825764,cm,1.983283,5.000000,41.825764
124,124,12.317253,5.000000,20.705662,cm,12.317253,5.000000,20.705662
125,125,39.159060,5.000000,43.681874,cm,39.159060,5.000000,43.681874
126,126,9.369885,5.000000,18.582572,cm,9.369885,5.000000,18.582572
127,127,4.216809,5.000000,33.781347,cm,4.216809,5.000000,33.781347
128,128,26.921575,5.000000,13.409076,cm,26.921575,5.000000,13.409076
129,129,49.720859,5.000000,25.087852,cm,49.720859,5.000000,25.087852
130,130,34.536925,5.000000,5.911413,cm,34.536925,5.000000,5.911413
131,131,30.647856,5.000000,36.904356,cm,30.647856,5.000000,36.904356
132,132,12.388630,5.000000,12.964839,cm,12.388630,5.000000,12.964839
133,133,47.439106,5.000000,35.497662,cm,47.439106,5.000000,35.497662
134,134,4.914915,5.000000,28.010786,cm,4.914915,5.000000,28.010786
135,135,6.441734,5.000000,40.469923,cm,6.441734,5.000000,40.469923
136,136,47.410279,5.000000,32.052460,cm,47.410279,5.000000,32.052460
137,137,45.730701,5.000000,48.740332,cm,45.730701,5.000000,48.740332
138,138,42.516341,5.000000,42.162386,cm,42.516341,5.000000,42.162386
139,139,49.375835,5.000000,11.112362,cm,49.375835,5.000000,11.112362
140,140,45.378344,5.000000,20.725789,cm,45.378344,5.000000,20.725789
141,141,28.491814,5.000000,26.028020,cm,28.491814,5.000000,26.028020
142,142,15.686184,5.000000,0.119614,cm,15.686184,5.000000,0.119614
143,143,9.415665,5.000000,9.179372,cm,9.415665,5.000000,9.179372
144,144,23.313976,5.000000,1.343069,cm,23.313976,5.000000,1.343069
145,145,15.688378,5.000000,28.773906,cm,15.688378,5.000000,28.773906
146,146,16.341920,5.000000,9.582095,cm,16.341920,5.000000,9.582095
147,147,3.744817,5.000000,38.269202,cm,3.744817,5.000000,38.269202
148,148,16.217634,5.000000,17.405791,cm,16.217634,5.000000,17.405791
149,149,3.487775,5.000000,41.373632,cm,3.487775,5.000000,41.373632
150,150,9.624556,5.000000,2.332919,cm,9.624556,5.000000,2.332919
151,151,11.273844,5.000000,9.859080,cm,11.273844,5.000000,9.859080
152,152,12.577703,5.000000,44.052995,cm,12.577703,5.000000,44.052995
153,153,12.961420,5.000000,38.389192,cm,12.961420,5.000000,38.389192
154,154,36.928717,5.000000,8.838455,cm,36.928717,5.000000,8.838455
155,155,11.958616,5.000000,17.461631,cm,11.958616,5.000000,17.461631
156,156,43.539626,5.000000,7.250715,cm,43.539626,5.000000,7.250715
157,157,21.453403,5.000000,40.858197,cm,21.453403,5.000000,40.858197
158,158,21.116640,5.000000,43.249441,cm,21.116640,5.000000,43.249441
159,159,3.312281,5.000000,7.633813,cm,3.312281,5.000000,7.633813
160,160,25.305645,5.000000,36.771308,cm,25.305645,5.000000,36.771308
161,161,32.104093,5.000000,6.697917,cm,32.104093,5.000000,6.697917
162,162,1.158781,5.000000,33.270286,cm,1.158781,5.000000,33.270286
163,163,17.565568,5.000000,30.404678,cm,17.565568,5.000000,30.404678
164,164,17.027058,5.000000,48.843620,cm,17.027058,5.000000,48.843620
165,165,11.269391,5.000000,47.162080,cm,11.269391,5.000000,47.162080
166,166,19.690181,5.000000,30.267146,cm,19.690181,5.000000,30.267146
167,167,41.296467,5.000000,2.422218,cm,41.296467,5.000000,2.422218
168,168,48.617717,5.000000,0.145537,cm,48.617717,5.000000,0.145537
169,169,30.687653,5.000000,22.777481,cm,30.687653,5.000000,22.777481
170,170,18.531888,5.000000,35.537478,cm,18.531888,5.000000,35.537478
171,171,8.946502,5.000000,37.390643,cm,8.946502,5.000000,37.390643
172,172,20.772635,5.000000,18.299215,cm,20.772635,5.000000,18.299215
173,173,22.810273,5.000000,21.691101,cm,22.810273,5.000000,21.691101
174,174,26.050706,5.000000,31.230470,cm,26.050706,5.000000,31.230470
175,175,25.202594,5.000000,0.723294,cm,25.202594,5.000000,0.723294
176,176,3.259405,5.000000,11.145344,cm,3.259405,5.000000,11.145344
177,177,11.039800,5.000000,1.844512,cm,11.039800,5.000000,1.844512
178,178,25.349183,5.000000,10.494343,cm,25.349183,5.000000,10.494343
179,179,45.275490,5.000000,22.236589,cm,45.275490,5.000000,22.236589
180,180,1.862310,5.000000,31.258656,cm,1.862310,5.000000,31.258656
181,181,18.694511,5.000000,13.288167,cm,18.694511,5.000000,13.288167
182,182,4.482103,5.000000,12.631338,cm,4.482103,5.000000,12.631338
183,183,23.124952,5.000000,40.759929,cm,23.124952,5.000000,40.759929
184,184,0.579243,5.000000,43.832310,cm,0.579243,5.000000,43.832310
185,185,5.706968,5.000000,27.977350,cm,5.706968,5.000000,27.977350
186,186,38.274461,5.000000,47.887436,cm,38.274461,5.000000,47.887436
187,187,33.229312,5.000000,45.057761,cm,33.229312,5.000000,45.057761
188,188,4.730162,5.000000,42.402522,cm,4.730162,5.000000,42.402522
189,189,2.442479,5.000000,12.194544,cm,2.442479,5.000000,12.194544
190,190,5.197064,5.000000,26.475947,cm,5.197064,5.000000,26.475947
191,191,0.469486,5.000000,1.366869,cm,0.469486,5.000000,1.366869
192,192,5.677447,5.000000,29.815260,cm,5.677447,5.000000,29.815260
193,193,45.351763,5.000000,28.972571,cm,45.351763,5.000000,28.972571
194,194,30.819083,5.000000,44.450998,cm,30.819083,5.000000,44.450998
195,195,42.996465,5.000000,4.053891,cm,42.996465,5.000000,4.053891
196,196,24.452945,5.000000,42.820175,cm,24.452945,5.000000,42.820175
197,197,20.669715,5.000000,35.404129,cm,20.669715,5.000000,35.404129
198,198,12.221591,5.000000,33.082426,cm,12.221591,5.000000,33.082426
199,199,37.127832,5.000000,46.300046,cm,37.127832,5.000000,46.300046
200,200,13.976248,5.000000,31.876094,cm,13.976248,5.000000,31.876094
201,201,42.560352,5.000000,45.560342,cm,42.560352,5.000000,45.560342
202,202,32.302742,5.000000,13.759730,cm,32.302742,5.000000,13.759730
203,203,34.408731,5.000000,12.700452,cm,34.408731,5.000000,12.700452
204,204,24.120728,5.000000,15.428242,cm,24.120728,5.000000,15.428242
205,205,41.233746,5.000000,0.148710,cm,41.233746,5.000000,0.148710
206,206,17.790495,5.000000,17.636478,cm,17.790495,5.000000,17.636478
207,207,8.564563,5.000000,23.117760,cm,8.564563,5.000000,23.117760
208,208,1.469885,5.000000,22.133994,cm,1.469885,5.000000,22.133994
209,209,24.596600,5.000000,19.278021,cm,24.596600,5.000000,19.278021
210,210,19.176309,5.000000,38.367579,cm,19.176309,5.000000,38.367579
211,211,25.934818,5.000000,38.654308,cm,25.934818,5.000000,38.654308
212,212,11.609724,5.000000,11.566214,cm,11.609724,5.000000,11.566214
213,213,22.065651,5.000000,42.396661,cm,22.065651,5.000000,42.396661
214,214,45.203649,5.000000,27.859629,cm,45.203649,5.000000,27.859629
215,215,29.607957,5.000000,14.953504,cm,29.607957,5.000000,14.953504
216,216,28.005425,5.000000,48.962134,cm,28.005425,5.000000,48.962134
217,217,19.880762,5.000000,43.927931,cm,19.880762,5.000000,43.927931
218,218,25.577193,5.000000,22.389356,cm,25.577193,5.000000,22.389356
219,219,26.644333,5.000000,40.526473,cm,26.644333,5.000000,40.526473
220,220,47.127313,5.000000,7.951912,cm,47.127313,5.000000,7.951912
221,221,21.429341,5.000000,22.641906,cm,21.429341,5.000000,22.641906
222,222,49.181776,5.000000,37.664054,cm,49.181776,5.000000,37.664054
223,223,47.300197,5.000000,11.290850,cm,47.300197,5.000000,11.290850
224,224,29.524089,5.000000,32.893369,cm,29.524089,5.000000,32.893369
225,225,2.159417,5.000000,43.200994,cm,2.159417,5.000000,43.200994
226,226,12.007618,5.000000,6.916588,cm,12.007618,5.000000,6.916588
227,227,36.552264,5.000000,25.746318,cm,36.552264,5.000000,25.746318
228,228,31.439338,5.000000,27.405430,cm,31.439338,5.000000,27.405430
229,229,28.797787,5.000000,21.542159,cm,28.797787,5.000000,21.542159
230,230,28.302747,5.000000,13.231294,cm,28.302747,5.000000,13.231294
231,231,2.250668,5.000000,18.775538,cm,2.250668,5.000000,18.775538
232,232,47.160894,5.000000,4.073551,cm,47.160894,5.000000,4.073551
233,233,10.504971,5.000000,41.930267,cm,10.504971,5.000000,41.930267
234,234,30.635364,5.000000,47.836476,cm,30.635364,5.000000,47.836476
235,235,9.701940,5.000000,29.248574,cm,9.701940,5.000000,29.248574
236,236,1.244772,5.000000,35.071729,cm,1.244772,5.000000,35.071729
237,237,19.139654,5.000000,26.131869,cm,19.139654,5.000000,26.131869
238,238,33.709894,5.000000,33.986640,cm,33.709894,5.000000,33.986640
239,239,33.395077,5.000000,4.624226,cm,33.395077,5.000000,4.624226
240,240,7.551663,5.000000,47.540365,cm,7.551663,5.000000,47.540365
241,241,26.135459,5.000000,32.635317,cm,26.135459,5.000000,32.635317
242,242,5.045279,5.000000,45.870590,cm,5.045279,5.000000,45.870590
243,243,19.289372,5.000000,32.298998,cm,19.289372,5.000000,32.298998
244,244,11.507127,5.000000,19.539423,cm,11.507127,5.000000,19.539423
245,245,33.008597,5.000000,20.020454,cm,33.008597,5.000000,20.020454
246,246,4.227023,5.000000,42.813848,cm,4.227023,5.000000,42.813848
247,247,21.594241,5.000000,23.116047,cm,21.594241,5.000000,23.116047
248,248,22.142733,5.000000,37.185520,cm,22.142733,5.000000,37.185520
249,249,43.831730,5.000000,49.609703,cm,43.831730,5.000000,49.609703
250,250,23.488574,5.000000,13.946119,cm,23.488574,5.000000,13.946119
251,251,2.410099,5.000000,20.403157,cm,2.410099,5.000000,20.403157
252,252,38.708826,5.000000,37.228894,cm,38.708826,5.000000,37.228894
253,253,19.134741,5.000000,38.183637,cm,19.134741,5.000000,38.183637
254,254,32.550611,5.000000,29.023576,cm,32.550611,5.000000,29.023576
255,255,35.691559,5.000000,42.828396,cm,35.691559,5.000000,42.828396
256,256,17.221175,5.000000,40.006468,cm,17.221175,5.000000,40.006468
257,257,25.718012,5.000000,15.382297,cm,25.718012,5.000000,15.382297
258,258,16.728816,5.000000,45.496784,cm,16.728816,5.000000,45.496784
259,259,40.324387,5.000000,44.570479,cm,40.324387,5.000000,44.570479
260,260,23.932763,5.000000,13.527155,cm,23.932763,5.000000,13.527155
261,261,37.830563,5.000000,1.748660,cm,37.830563,5.000000,1.748660
262,262,37.443073,5.000000,30.706228,cm,37.443073,5.000000,30.706228
263,263,15.867308,5.000000,44.946772,cm,15.867308,5.000000,44.946772
264,264,39.365669,5.000000,9.253254,cm,39.365669,5.000000,9.253254
265,265,36.427174,5.000000,33.366401,cm,36.427174,5.000000,33.366401
266,266,11.479908,5.000000,25.796379,cm,11.479908,5.000000,25.796379
267,267,23.616596,5.000000,14.705479,cm,23.616596,5.000000,14.705479
268,268,15.471560,5.000000,49.653587,cm,15.471560,5.000000,49.653587
269,269,28.637193,5.000000,34.054538,cm,28.637193,5.000000,34.054538
270,270,19.875084,5.000000,3.355450,cm,19.875084,5.000000,3.355450
271,271,23.337626,5.000000,44.936097,cm,23.337626,5.000000,44.936097
272,272,41.357029,5.000000,5.471558,cm,41.357029,5.000000,5.471558
273,273,17.968721,5.000000,45.390546,cm,17.968721,5.000000,45.390546
274,274,49.825360,5.000000,26.494238,cm,49.825360,5.000000,26.494238
275,275,49.345111,5.000000,19.685830,cm,49.345111,5.000000,19.685830
276,276,41.222466,5.000000,16.539077,cm,41.222466,5.000000,16.539077
277,277,37.375895,5.000000,31.909597,cm,37.375895,5.000000,31.909597
278,278,6.233400,5.000000,8.093292,cm,6.233400,5.000000,8.093292
279,279,33.613045,5.000000,18.230786,cm,33.613045,5.000000,18.230786
280,280,48.932941,5.000000,34.864646,cm,48.932941,5.000000,34.864646
281,281,43.576778,5.000000,20.817652,cm,43.576778,5.000000,20.817652
282,282,32.907745,5.000000,24.517926,cm,32.907745,5.000000,24.517926
283,283,4.078271,5.000000,36.149473,cm,4.078271,5.000000,36.149473
284,284,23.946328,5.000000,41.778057,cm,23.946328,5.000000,41.778057
285,285,46.754747,5.000000,7.500513,cm,46.754747,5.000000,7.500513
286,286,21.249577,5.000000,14.801639,cm,21.249577,5.000000,14.801639
287,287,7.992249,5.000000,21.854415,cm,7.992249,5.000000,21.854415
288,288,38.235121,5.000000,18.420392,cm,38.235121,5.000000,18.420392
289,289,49.903038,5.000000,37.128014,cm,49.903038,5.000000,37.128014
290,290,11.303712,5.000000,35.453154,cm,11.303712,5.000000,35.453154
291,291,17.646553,5.000000,29.096195,cm,17.646553,5.000000,29.096195
292,292,32.249301,5.000000,18.298349,cm,32.249301,5.000000,18.298349
293,293,13.780365,5.000000,25.439365,cm,13.780365,5.000000,25.439365
294,294,17.406802,5.000000,2.686597,cm,17.406802,5.000000,2.686597
295,295,34.705767,5.000000,29.842455,cm,34.705767,5.000000,29.842455
296,296,11.345309,5.000000,27.506684,cm,11.345309,5.000000,27.506684
297,297,26.746894,5.000000,21.421581,cm,26.746894,5.000000,21.421581
298,298,33.240270,5.000000,2.439926,cm,33.240270,5.000000,2.439926
299,299,31.116598,5.000000,37.253724,cm,31.116598,5.000000,37.253724
300,300,38.565999,5.000000,40.370686,cm,38.565999,5.000000,40.370686
301,301,17.704557,5.000000,31.406949,cm,17.704557,5.000000,31.406949
302,302,44.689497,5.000000,29.921984,cm,44.689497,5.000000,29.921984
303,303,22.054325,5.000000,7.005435,cm,22.054325,5.000000,7.005435
304,304,28.384214,5.000000,23.482831,cm,28.384214,5.000000,23.482831
305,305,11.752043,5.000000,40.107417,cm,11.752043,5.000000,40.107417
306,306,25.975135,5.000000,20.477390,cm,25.975135,5.000000,20.477390
307,307,1.297621,5.000000,5.128320,cm,1.297621,5.000000,5.128320
308,308,17.608136,5.000000,7.704061,cm,17.608136,5.000000,7.704061
309,309,23.233119,5.000000,16.409501,cm,23.233119,5.000000,16.409501
310,310,38.796803,5.000000,35.355787,cm,38.796803,5.000000,35.355787
311,311,2.801600,5.000000,2.476156,cm,2.801600,5.000000,2.476156
312,312,19.747905,5.000000,42.704613,cm,19.747905,5.000000,42.704613
313,313,14.016244,5.000000,7.844348,cm,14.016244,5.000000,7.844348
314,314,6.937067,5.000000,43.360997,cm,6.937067,5.000000,43.360997
315,315,49.627600,5.000000,15.222190,cm,49.627600,5.000000,15.222190
316,316,1.468185,5.000000,32.818324,cm,1.468185,5.000000,32.818324
317,317,18.177620,5.000000,37.404555,cm,18.177620,5.000000,37.404555
318,318,37.253458,5.000000,3.597760,cm,37.253458,5.000000,3.597760
319,319,32.426508,5.000000,37.367441,cm,32.426508,5.000000,37.367441
320,320,21.027693,5.000000,46.649357,cm,21.027693,5.000000,46.649357
321,321,23.376584,5.000000,5.164436,cm,23.376584,5.000000,5.164436
322,322,30.667899,5.000000,45.922163,cm,30.667899,5.000000,45.922163
323,323,41.993133,5.000000,35.498005,cm,41.993133,5.000000,35.498005
324,324,18.152960,5.000000,7.381908,cm,18.152960,5.000000,7.381908
325,325,49.288018,5.000000,24.317965,cm,49.288018,5.000000,24.317965
326,326,34.472115,5.000000,25.655726,cm,34.472115,5.000000,25.655726
327,327,49.201570,5.000000,34.834061,cm,49.201570,5.000000,34.834061
328,328,4.684814,5.000000,49.564161,cm,4.684814,5.000000,49.564161
329,329,0.812413,5.000000,48.021627,cm,0.812413,5.000000,48.021627
330,330,18.363110,5.000000,5.421951,cm,18.363110,5.000000,5.421951
331,331,25.641490,5.000000,4.338465,cm,25.641490,5.000000,4.338465
332,332,9.636044,5.000000,43.743051,cm,9.636044,5.000000,43.743051
333,333,18.177761,5.000000,9.506369,cm,18.177761,5.000000,9.506369
334,334,6.167241,5.000000,16.561562,cm,6.167241,5.000000,16.561562
335,335,47.228188,5.000000,24.629046,cm,47.228188,5.000000,24.629046
336,336,32.905680,5.000000,18.236838,cm,32.905680,5.000000,18.236838
337,337,10.065030,5.000000,10.040622,cm,10.065030,5.000000,10.040622
338,338,17.832176,5.000000,38.946022,cm,17.832176,5.000000,38.946022
339,339,12.805055,5.000000,2.548226,cm,12.805055,5.000000,2.548226
340,340,28.795488,5.000000,2.709643,cm,28.795488,5.000000,2.709643
341,341,49.922254,5.000000,12.033003,cm,49.922254,5.000000,12.033003
342,342,46.206365,5.000000,12.693472,cm,46.206365,5.000000,12.693472
343,343,17.598036,5.000000,38.139381,cm,17.598036,5.000000,38.139381
344,344,6.821570,5.000000,39.579690,cm,6.821570,5.000000,39.579690
345,345,1.173286,5.000000,49.636528,cm,1.173286,5.000000,49.636528
346,346,15.490960,5.000000,30.546122,cm,15.490960,5.000000,30.546122
347,347,49.129813,5.000000,22.360454,cm,49.129813,5.000000,22.360454
348,348,13.853300,5.000000,20.945408,cm,13.853300,5.000000,20.945408
349,349,47.451375,5.000000,17.094630,cm,47.451375,5.000000,17.094630
350,350,41.708320,5.000000,6.113867,cm,41.708320,5.000000,6.113867
351,351,35.145232,5.000000,25.390513,cm,35.145232,5.000000,25.390513
352,352,27.472510,5.000000,6.373332,cm,27.472510,5.000000,6.373332
353,353,18.659814,5.000000,11.791943,cm,18.659814,5.000000,11.791943
354,354,2.681935,5.000000,48.770688,cm,2.681935,5.000000,48.770688
355,355,46.590412,5.000000,28.805138,cm,46.590412,5.000000,28.805138
356,356,48.051844,5.000000,4.077927,cm,48.051844,5.000000,4.077927
357,357,4.350389,5.000000,24.893392,cm,4.350389,5.000000,24.893392
358,358,26.924891,5.000000,6.523808,cm,26.924891,5.000000,6.523808
359,359,27.781005,5.000000,5.676619,cm,27.781005,5.000000,5.676619
360,360,42.791765,5.000000,33.944133,cm,42.791765,5.000000,33.944133
361,361,40.237980,5.000000,10.783128,cm,40.237980,5.000000,10.783128
362,362,25.412120,5.000000,31.440001,cm,25.412120,5.000000,31.440001
363,363,31.105216,5.000000,48.786704,cm,31.105216,5.000000,48.786704
364,364,30.136171,5.000000,9.896069,cm,30.136171,5.000000,9.896069
365,365,9.073662,5.000000,0.545522,cm,9.073662,5.000000,0.545522
366,366,3.844207,5.000000,14.591324,cm,3.844207,5.000000,14.591324
367,367,19.234030,5.000000,49.518191,cm,19.234030,5.000000,49.518191
368,368,7.524190,5.000000,21.648328,cm,7.524190,5.000000,21.648328
369,369,10.482034,5.000000,3.327246,cm,10.482034,5.000000,3.327246
370,370,24.275037,5.000000,20.383042,cm,24.275037,5.000000,20.383042
371,371,41.211297,5.000000,43.522842,cm,41.211297,5.000000,43.522842
372,372,22.451140,5.000000,16.035185,cm,22.451140,5.000000,16.035185
373,373,38.063163,5.000000,8.497867,cm,38.063163,5.000000,8.497867
374,374,0.334429,5.000000,23.315583,cm,0.334429,5.000000,23.315583
375,375,14.866638,5.000000,13.517814,cm,14.866638,5.000000,13.517814
