event_id,source_index,x_cm,y_cm,z_cm
71,71,-23.493452,5.000000,-15.057922
72,72,44.875492,5.000000,-37.582485
73,73,17.195654,5.000000,19.549593
74,74,19.555387,5.000000,45.300574
75,75,38.844994,5.000000,-21.836120
76,76,10.662319,5.000000,6.732195
77,77,-30.781668,5.000000,17.782867
78,78,44.135454,5.000000,-26.856264
79,79,5.552821,5.000000,21.330845
80,80,42.877300,5.000000,-7.113130
81,81,49.389655,5.000000,24.845665
82,82,44.282733,5.000000,31.973717
83,83,-5.192437,5.000000,11.731496
84,84,-11.887977,5.000000,11.910908
85,85,-35.179536,5.000000,19.445287
86,86,6.579951,5.000000,11.797118
87,87,-29.606970,5.000000,0.488632
88,88,47.609349,5.000000,-49.680011
89,89,-19.417160,5.000000,30.708280
90,90,-46.444920,5.000000,-16.169245
91,91,-22.151739,5.000000,-12.510247
92,92,45.985756,5.000000,-28.025807
93,93,15.412730,5.000000,22.392832
94,94,25.066948,5.000000,-43.144967
95,95,12.053760,5.000000,-36.127229
96,96,-27.706560,5.000000,-45.655807
97,97,41.744716,5.000000,-40.807723
98,98,-19.305501,5.000000,3.054308
99,99,-13.929332,5.000000,40.808847
100,100,20.764555,5.000000,-38.780874
101,101,27.851900,5.000000,16.429337
102,102,39.075436,5.000000,10.104918
103,103,-27.643850,5.000000,39.760409
104,104,0.971598,5.000000,-36.320242
105,105,42.748237,5.000000,-42.916136
106,106,-7.475444,5.000000,6.790307
107,107,48.585569,5.000000,-8.591979
108,108,-11.911097,5.000000,-28.679192
109,109,43.855762,5.000000,40.925841
110,110,32.235586,5.000000,33.584725
111,111,35.159074,5.000000,33.391696
112,112,-42.507962,5.000000,2.789084
113,113,-35.297724,5.000000,15.290576
114,114,32.531604,5.000000,-11.469718
115,115,12.397075,5.000000,-5.058989
116,116,-37.604240,5.000000,-3.852171
117,117,-35.444776,5.000000,42.689581
118,118,-36.017486,5.000000,-44.874481
119,119,-29.720697,5.000000,-28.617631
120,120,-24.665370,5.000000,-27.567969
121,121,37.761792,5.000000,-47.247189
122,122,7.853247,5.000000,31.043105
123,123,-14.020300,5.000000,-14.635291
124,124,29.191808,5.000000,-12.970196
125,125,40.493754,5.000000,10.674614
126,126,-11.236600,5.000000,-5.009036
127,127,44.356455,5.000000,15.098861
128,128,46.757839,5.000000,-32.149201
129,129,-10.675720,5.000000,-33.381989
130,130,22.931137,5.000000,-6.750415
131,131,10.681095,5.000000,8.864213
132,132,-14.929153,5.000000,22.106670
133,133,21.746713,5.000000,-29.876674
134,134,-23.943884,5.000000,47.324317
135,135,6.177725,5.000000,-42.148425
136,136,30.986834,5.000000,48.495571
137,137,-44.975114,5.000000,-8.259603
138,138,4.060115,5.000000,20.271685
139,139,-8.291607,5.000000,6.498892
140,140,-38.848520,5.000000,-26.292528
141,141,3.015195,5.000000,-47.228583
142,142,-8.397516,5.000000,-27.549160
143,143,16.949153,5.000000,-22.422884
144,144,-38.042619,5.000000,3.449049
145,145,-22.708140,5.000000,32.158748
146,146,-28.882649,5.000000,10.377359
147,147,-29.681324,5.000000,0.410492
148,148,14.745828,5.000000,27.064555
149,149,-16.948740,5.000000,20.773192
150,150,-48.121573,5.000000,-38.627125
151,151,-13.503133,5.000000,20.836046
152,152,-39.705298,5.000000,-15.901399
153,153,6.404858,5.000000,0.007604
154,154,38.251050,5.000000,-14.581783
155,155,0.350999,5.000000,-20.303071
156,156,-12.381528,5.000000,49.954286
157,157,47.410465,5.000000,12.263421
158,158,16.715746,5.000000,-49.712999
159,159,38.099273,5.000000,36.186243
160,160,-23.661663,5.000000,40.323112
161,161,-19.343909,5.000000,34.324242
162,162,26.081161,5.000000,-37.066668
163,163,-1.455211,5.000000,9.859289
164,164,-6.068828,5.000000,-25.438503
165,165,-18.083743,5.000000,-11.934144
166,166,31.858084,5.000000,-23.327508
167,167,14.548290,5.000000,12.912906
168,168,-33.302678,5.000000,-31.640798
169,169,-26.453172,5.000000,30.295643
170,170,23.651223,5.000000,-15.572960
171,171,-8.808688,5.000000,43.900017
172,172,32.715370,5.000000,1.442731
173,173,-49.954774,5.000000,26.878857
174,174,-5.502668,5.000000,-2.344163
175,175,19.630623,5.000000,-7.404182
176,176,-40.717536,5.000000,-14.895665
177,177,14.991532,5.000000,-14.815785
178,178,47.679374,5.000000,20.345875
179,179,24.157342,5.000000,14.306865
180,180,-45.733615,5.000000,43.387213
181,181,-25.934922,5.000000,-11.835948
182,182,-41.420214,5.000000,-41.512384
183,183,-42.392882,5.000000,-44.602000
184,184,-2.308547,5.000000,4.600309
185,185,21.611880,5.000000,-16.137123
186,186,-18.345835,5.000000,-43.357057
187,187,42.196898,5.000000,-47.625108
188,188,-14.017792,5.000000,22.982152
189,189,16.662994,5.000000,42.023473
190,190,-44.300934,5.000000,1.860118
191,191,5.748031,5.000000,-32.902884
192,192,29.850311,5.000000,-28.866553
193,193,-17.676517,5.000000,38.771678
194,194,-5.883783,5.000000,15.379866
195,195,26.232946,5.000000,24.321725
196,196,10.532370,5.000000,29.202385
197,197,-40.597109,5.000000,42.787536
198,198,23.066632,5.000000,-35.410464
199,199,-29.113061,5.000000,23.519544
200,200,36.909592,5.000000,-37.835629
201,201,29.433937,5.000000,-37.996717
202,202,-46.158785,5.000000,0.776862
203,203,-0.668046,5.000000,4.001588
204,204,-42.133675,5.000000,49.718084
205,205,1.390413,5.000000,-24.719066
206,206,15.069837,5.000000,46.118500
207,207,11.198327,5.000000,13.544087
208,208,35.334446,5.000000,-10.762246
209,209,30.379332,5.000000,37.024035
210,210,11.794024,5.000000,-45.300899
211,211,-13.907765,5.000000,-33.332061
212,212,-17.086876,5.000000,24.034011
213,213,-48.216735,5.000000,-46.219713
214,214,24.863314,5.000000,-44.035861
215,215,23.136374,5.000000,-24.391542
216,216,27.570170,5.000000,9.338709
217,217,-42.856993,5.000000,28.960900
218,218,46.855992,5.000000,-29.661148
219,219,15.928835,5.000000,35.542969
220,220,-23.653905,5.000000,26.898471
221,221,40.523300,5.000000,23.699922
222,222,-39.794786,5.000000,16.248347
223,223,6.260508,5.000000,-7.256294
224,224,32.671468,5.000000,-44.630745
225,225,-30.917111,5.000000,-46.343683
226,226,-33.177817,5.000000,25.206367
227,227,-32.400195,5.000000,18.205340
228,228,-9.761422,5.000000,-29.908456
229,229,14.748323,5.000000,-19.607164
230,230,13.143632,5.000000,-33.320977
231,231,24.038269,5.000000,-34.123863
232,232,-41.617940,5.000000,-31.836691
233,233,19.483733,5.000000,46.460313
234,234,-48.189714,5.000000,-34.646041
235,235,35.692057,5.000000,25.366450
236,236,-29.378377,5.000000,-13.413003
237,237,-39.115476,5.000000,29.606883
238,238,-6.406603,5.000000,-31.373177
239,239,35.465953,5.000000,20.269990
240,240,34.308278,5.000000,1.420446
241,241,-20.513276,5.000000,34.599882
242,242,-38.204735,5.000000,17.777639
243,243,11.335526,5.000000,37.251903
244,244,31.531234,5.000000,-37.030859
245,245,17.309597,5.000000,-28.199866
246,246,14.019007,5.000000,33.374162
247,247,-48.536527,5.000000,-29.158304
248,248,11.041040,5.000000,13.382516
249,249,9.093915,5.000000,-19.344745
250,250,17.580710,5.000000,29.863606
251,251,6.307602,5.000000,-39.774714
252,252,-46.138472,5.000000,45.722729
253,253,11.757948,5.000000,47.167061
254,254,46.657900,5.000000,8.607458
255,255,-25.901929,5.000000,41.702301
256,256,36.015063,5.000000,-1.837669
257,257,-38.419296,5.000000,-25.748067
258,258,-49.415900,5.000000,23.399399
259,259,-29.678695,5.000000,5.347233
260,260,-24.031607,5.000000,37.975565
261,261,-39.404552,5.000000,-40.321987
262,262,-2.027814,5.000000,-14.272918
263,263,-33.805529,5.000000,27.536946
264,264,34.807999,5.000000,45.014056
265,265,4.443383,5.000000,49.279613
266,266,-5.688474,5.000000,41.438410
267,267,49.397185,5.000000,21.744210
268,268,-25.303047,5.000000,-42.560474
269,269,-10.117542,5.000000,-13.965996
270,270,12.206920,5.000000,24.423734
271,271,-1.732664,5.000000,41.707494
272,272,-7.455551,5.000000,-48.131023
273,273,-14.302874,5.000000,22.717773
274,274,-44.291948,5.000000,-29.652161
275,275,22.078801,5.000000,20.711978
276,276,43.204576,5.000000,-10.955534
277,277,-15.535746,5.000000,30.429302
278,278,-25.713974,5.000000,32.813304
279,279,-9.751384,5.000000,40.231854
280,280,-22.175907,5.000000,-13.507419
281,281,-4.465331,5.000000,-30.829729
282,282,-22.665313,5.000000,33.230899
283,283,-42.533777,5.000000,9.147714
284,284,46.190136,5.000000,-13.231123
285,285,36.785379,5.000000,-48.121812
286,286,-7.595026,5.000000,-12.384764
287,287,37.480919,5.000000,-11.881059
288,288,-43.710020,5.000000,34.461107
289,289,-11.286127,5.000000,-24.928177
290,290,-18.024595,5.000000,-0.760721
291,291,-36.355824,5.000000,-8.607690
292,292,27.535238,5.000000,2.363157
293,293,-18.852341,5.000000,37.001527
294,294,8.634385,5.000000,-11.043808
295,295,-40.185531,5.000000,-37.197503
296,296,26.825653,5.000000,20.842725
297,297,3.833408,5.000000,-43.844270
298,298,-47.708813,5.000000,37.973326
299,299,34.137079,5.000000,-8.842388
300,300,27.206539,5.000000,-16.103689
301,301,-22.869792,5.000000,22.118494
302,302,31.270411,5.000000,-38.977811
303,303,-38.728694,5.000000,-35.792838
304,304,25.881709,5.000000,38.619941
305,305,-49.578649,5.000000,-25.405862
306,306,49.992136,5.000000,3.695483
307,307,-37.614728,5.000000,12.261510
308,308,7.207989,5.000000,21.901975
309,309,26.731954,5.000000,-11.801053
310,310,-1.928541,5.000000,-6.803909
311,311,-43.598630,5.000000,-31.201851
312,312,-43.825386,5.000000,22.971583
313,313,33.510987,5.000000,25.466882
314,314,-12.951339,5.000000,31.664405
315,315,44.429655,5.000000,48.528120
316,316,10.207959,5.000000,43.764476
317,317,45.075728,5.000000,22.698731
318,318,-34.999336,5.000000,-45.745331
319,319,5.539510,5.000000,24.188824
320,320,33.112124,5.000000,-23.465094
321,321,-25.915934,5.000000,-45.601946
322,322,11.257822,5.000000,-10.453167
323,323,32.322654,5.000000,-22.849885
324,324,-2.477064,5.000000,1.412957
325,325,46.869431,5.000000,15.645641
326,326,25.536242,5.000000,8.950950
327,327,-29.126858,5.000000,14.518620
328,328,21.894057,5.000000,-16.865345
329,329,38.554736,5.000000,-1.286879
330,330,19.047596,5.000000,48.539817
331,331,30.590445,5.000000,23.046419
332,332,-47.005874,5.000000,2.775411
333,333,-26.173549,5.000000,-23.330355
334,334,-49.539547,5.000000,44.113426
335,335,-0.343258,5.000000,-19.674661
336,336,25.344201,5.000000,-11.255145
337,337,2.503750,5.000000,-42.422126
338,338,34.936911,5.000000,21.997529
339,339,-22.064916,5.000000,-24.741366
340,340,-37.402294,5.000000,23.264014
341,341,16.735085,5.000000,-0.172891
342,342,34.936769,5.000000,-27.865207
343,343,6.923624,5.000000,12.402099
344,344,31.547930,5.000000,-12.935386
345,345,10.666895,5.000000,-22.983383
346,346,-20.153689,5.000000,0.645740
347,347,37.779094,5.000000,-32.355987
348,348,8.195768,5.000000,-15.202376
349,349,-11.483495,5.000000,-43.887670
350,350,4.817779,5.000000,6.713171
351,351,29.513436,5.000000,38.218631
352,352,45.702568,5.000000,-0.655197
353,353,-30.674502,5.000000,25.060306
354,354,1.928519,5.000000,-3.278384
355,355,6.065913,5.000000,-35.933650
356,356,-12.429365,5.000000,-36.836787
357,357,-22.041472,5.000000,-22.025831
358,358,-17.948933,5.000000,-45.695448
359,359,-11.525337,5.000000,47.552974
360,360,-27.285099,5.000000,-46.976331
361,361,-13.075326,5.000000,26.851067
362,362,17.420815,5.000000,21.757634
363,363,45.389842,5.000000,16.407450
364,364,15.157857,5.000000,16.642528
365,365,-21.876729,5.000000,28.831304
366,366,-48.693368,5.000000,31.881895
367,367,32.456051,5.000000,19.937045
368,368,38.012267,5.000000,-12.404436
369,369,44.771391,5.000000,48.516547
370,370,2.589951,5.000000,30.724114
371,371,-38.002171,5.000000,19.410035
372,372,-47.876166,5.000000,39.417072
373,373,-17.230837,5.000000,6.866881
374,374,-26.926052,5.000000,-21.849194
375,375,-2.893930,5.000000,-12.560474
376,376,-32.578162,5.000000,9.672663
377,377,-46.809234,5.000000,39.488148
378,378,29.803931,5.000000,-24.086659
379,379,15.216658,5.000000,-32.831594
380,380,-35.423447,5.000000,-20.461036
381,381,44.880477,5.000000,-23.303606
382,382,-46.719857,5.000000,-28.632983
383,383,28.748584,5.000000,-48.447968
384,384,26.304056,5.000000,24.919514
385,385,-37.095480,5.000000,-34.198377
386,386,48.345006,5.000000,-5.267376
387,387,2.381926,5.000000,-35.976531
388,388,-13.012867,5.000000,33.938526
389,389,0.664995,5.000000,-34.623955
390,390,29.335173,5.000000,19.536619
391,391,-31.504363,5.000000,-11.463894
392,392,-19.373078,5.000000,35.272149
393,393,-37.697064,5.000000,29.912110
394,394,-17.975148,5.000000,-30.559515
395,395,-4.021134,5.000000,23.755257
396,396,-15.601518,5.000000,-44.191416
397,397,8.202200,5.000000,0.387058
398,398,0.239797,5.000000,-26.126287
399,399,-12.498873,5.000000,-49.656545
400,400,-39.328496,5.000000,26.173423
401,401,-8.782086,5.000000,-45.790726
402,402,45.757630,5.000000,47.705540
403,403,-39.029204,5.000000,41.186949
404,404,-0.449547,5.000000,-22.623844
405,405,-4.548477,5.000000,1.365667
406,406,12.654604,5.000000,16.439654
407,407,17.351835,5.000000,46.109322
408,408,36.539354,5.000000,41.872456
409,409,17.799458,5.000000,-28.886944
410,410,-1.751052,5.000000,26.085715
411,411,11.861127,5.000000,-48.875790
412,412,1.697625,5.000000,-2.496890
413,413,-2.230404,5.000000,46.181888
414,414,-40.915267,5.000000,29.176225
415,415,29.157391,5.000000,-19.547709
416,416,-11.089315,5.000000,2.244910
417,417,34.882667,5.000000,8.294593
418,418,48.543805,5.000000,39.133857
419,419,-40.475423,5.000000,26.697894
420,420,27.050278,5.000000,-42.830977
421,421,29.477608,5.000000,-32.699022
422,422,37.511802,5.000000,33.908720
423,423,16.397632,5.000000,-28.416148
424,424,-20.957134,5.000000,8.576360
425,425,-23.871658,5.000000,23.062909
426,426,-4.962806,5.000000,-18.635076
427,427,-46.534790,5.000000,-17.414060
428,428,14.540962,5.000000,22.994306
429,429,-5.931307,5.000000,23.171370
430,430,20.802636,5.000000,13.816917
431,431,27.956098,5.000000,8.497509
432,432,44.551064,5.000000,-24.069405
433,433,-43.376849,5.000000,46.302292
434,434,17.164782,5.000000,3.827492
435,435,41.328557,5.000000,22.343791
436,436,-0.814704,5.000000,0.600489
437,437,37.605420,5.000000,-45.361917
438,438,11.131861,5.000000,24.493947
439,439,17.377106,5.000000,45.530636
440,440,-22.769455,5.000000,21.624222
441,441,-0.277418,5.000000,3.513641
442,442,26.871124,5.000000,46.609545
443,443,5.210596,5.000000,36.468506
444,444,-42.616484,5.000000,30.450284
445,445,20.239505,5.000000,-39.361591
446,446,16.595759,5.000000,-7.432458
447,447,23.316852,5.000000,-31.264591
448,448,30.275702,5.000000,18.302498
449,449,38.936789,5.000000,33.956402
450,450,49.477258,5.000000,48.697301
451,451,-7.623851,5.000000,15.160088
452,452,-36.546675,5.000000,31.806402
453,453,42.816260,5.000000,24.485492
454,454,24.104464,5.000000,-29.892248
455,455,-20.448241,5.000000,15.708475
456,456,-0.430292,5.000000,35.499618
457,457,43.337886,5.000000,-13.460317
458,458,-8.437210,5.000000,-40.534039
459,459,-20.726003,5.000000,9.561597
460,460,0.453183,5.000000,-3.058841
461,461,-3.987058,5.000000,1.893907
462,462,-45.911520,5.000000,21.991164
463,463,48.464101,5.000000,48.516530
464,464,1.238507,5.000000,-44.039804
465,465,-33.779648,5.000000,36.811055
466,466,-3.750247,5.000000,30.923526
467,467,-37.963632,5.000000,-12.925649
468,468,-7.294919,5.000000,-30.504144
469,469,-45.367985,5.000000,-36.687632
470,470,-24.673562,5.000000,44.346607
471,471,6.021591,5.000000,-37.283387
472,472,-44.434657,5.000000,-25.219752
473,473,-35.349590,5.000000,-36.191402
474,474,-4.876741,5.000000,-9.613057
475,475,1.753262,5.000000,17.445529
476,476,-23.528891,5.000000,40.833340
477,477,-12.046314,5.000000,18.253590
478,478,-12.808631,5.000000,9.937176
479,479,-5.955297,5.000000,38.101665
480,480,-25.588919,5.000000,-41.920240
481,481,-24.257081,5.000000,-15.516579
482,482,1.899090,5.000000,-28.461045
483,483,-37.425793,5.000000,-13.431721
484,484,14.626184,5.000000,-31.190825
485,485,44.184286,5.000000,45.109406
486,486,-49.187068,5.000000,-26.790466
487,487,28.933622,5.000000,44.695822
488,488,43.633968,5.000000,-8.638288
489,489,10.199963,5.000000,22.267760
490,490,-10.038313,5.000000,-3.354396
491,491,6.186896,5.000000,30.238124
492,492,27.704163,5.000000,-44.148618
493,493,-43.031738,5.000000,43.609079
494,494,45.726488,5.000000,22.409195
495,495,24.085860,5.000000,-23.481447
496,496,46.224721,5.000000,49.416076
497,497,9.480677,5.000000,-2.037964
498,498,-13.797294,5.000000,26.313381
499,499,14.175692,5.000000,28.570884
500,500,-43.926122,5.000000,41.597084
501,501,-25.535053,5.000000,20.749524
502,502,-0.687740,5.000000,-18.324797
503,503,-16.251178,5.000000,39.368747
504,504,14.722843,5.000000,-11.113837
505,505,-23.405003,5.000000,11.654291
506,506,-17.117642,5.000000,-23.925620
507,507,-46.175744,5.000000,34.120830
508,508,2.648751,5.000000,-22.667788
509,509,9.059793,5.000000,39.960444
510,510,15.427850,5.000000,20.724340
511,511,-1.669729,5.000000,-37.026787
512,512,43.546800,5.000000,-43.579855
513,513,12.155745,5.000000,8.224882
514,514,-37.812524,5.000000,-22.295646
515,515,5.094426,5.000000,39.604466
516,516,8.449686,5.000000,17.955992
517,517,23.777047,5.000000,29.797872
518,518,-27.208829,5.000000,-30.052339
519,519,-36.906206,5.000000,-26.827205
520,520,43.624979,5.000000,-46.563949
521,521,-22.787041,5.000000,-28.323319
522,522,-32.376455,5.000000,23.862846
523,523,-41.965025,5.000000,14.538526
524,524,-23.451869,5.000000,19.639541
525,525,-39.024733,5.000000,-35.395991
526,526,-3.354214,5.000000,-23.178185
527,527,-9.766320,5.000000,13.674845
528,528,38.159064,5.000000,-9.312220
529,529,29.097295,5.000000,48.381453
530,530,-41.881780,5.000000,12.854672
531,531,-40.182862,5.000000,-26.592876
532,532,-5.318618,5.000000,34.104859
533,533,6.709042,5.000000,40.369032
534,534,49.939731,5.000000,-30.104846
535,535,34.987738,5.000000,8.111243
536,536,0.254600,5.000000,31.718588
537,537,37.195010,5.000000,-40.272621
538,538,11.046609,5.000000,-15.726240
539,539,8.404674,5.000000,16.367509
540,540,48.115504,5.000000,-45.448020
541,541,-5.956986,5.000000,-5.610629
542,542,-3.063184,5.000000,30.889184
543,543,-30.289668,5.000000,8.168242
544,544,-30.318772,5.000000,-22.155691
545,545,23.158245,5.000000,18.485131
546,546,21.190917,5.000000,-44.123454
547,547,15.597055,5.000000,26.652842
548,548,-37.215177,5.000000,1.259720
549,549,5.162265,5.000000,-8.809108
550,550,9.544802,5.000000,-8.162643
551,551,18.413818,5.000000,44.536429
552,552,35.149605,5.000000,-3.319189
553,553,-12.702003,5.000000,9.312044
554,554,24.599949,5.000000,37.629184
555,555,-32.771551,5.000000,46.778979
556,556,-43.628375,5.000000,40.019737
557,557,35.070242,5.000000,37.362480
558,558,-21.681825,5.000000,-20.109058
559,559,46.976776,5.000000,31.193169
560,560,1.059306,5.000000,-9.599725
561,561,-45.324078,5.000000,-37.202575
562,562,39.515546,5.000000,45.331101
563,563,35.050189,5.000000,48.459669
564,564,-15.911069,5.000000,27.208601
565,565,17.187551,5.000000,-33.259716
566,566,13.186005,5.000000,37.467499
567,567,10.576290,5.000000,-49.704280
568,568,-47.099707,5.000000,-23.055400
569,569,-15.521003,5.000000,1.062782
570,570,36.649794,5.000000,-21.177071
571,571,-41.606603,5.000000,22.617468
572,572,30.234161,5.000000,-11.598355
573,573,-34.598917,5.000000,49.532167
574,574,-6.283842,5.000000,12.820352
575,575,11.742824,5.000000,14.165448
576,576,-27.199482,5.000000,2.450757
577,577,25.473785,5.000000,42.985492
578,578,45.418840,5.000000,43.481675
579,579,30.768019,5.000000,-8.868094
580,580,-38.947167,5.000000,-36.441856
581,581,-16.229244,5.000000,18.594349
582,582,49.762930,5.000000,-26.886084
583,583,-9.245857,5.000000,-39.897099
584,584,42.379900,5.000000,-14.783210
585,585,-14.302882,5.000000,-46.732382
586,586,-46.840817,5.000000,-29.643688
587,587,13.094023,5.000000,24.370562
588,588,32.648137,5.000000,4.152348
589,589,31.426323,5.000000,46.934436
590,590,-29.020964,5.000000,8.376163
591,591,47.778267,5.000000,-14.604389
592,592,-4.832118,5.000000,38.524851
593,593,29.701680,5.000000,-29.492106
594,594,41.889725,5.000000,-18.059222
595,595,4.202636,5.000000,6.951926
596,596,-32.927848,5.000000,36.878169
597,597,0.933035,5.000000,32.878148
598,598,-0.778969,5.000000,-9.159560
599,599,-26.033809,5.000000,-43.836192
600,600,-18.383394,5.000000,-3.630563
601,601,26.815427,5.000000,7.522929
602,602,42.166083,5.000000,24.722455
603,603,36.066130,5.000000,-35.736781
604,604,38.528688,5.000000,-48.805650
605,605,-33.051747,5.000000,-16.940750
606,606,10.499535,5.000000,-10.370012
607,607,9.002256,5.000000,39.015653
608,608,-25.323288,5.000000,30.829205
609,609,-37.438745,5.000000,26.354924
610,610,21.345595,5.000000,-25.269767
611,611,-14.170551,5.000000,-5.540764
612,612,-21.935170,5.000000,3.450329
613,613,5.697435,5.000000,39.744809
614,614,-25.929211,5.000000,-30.047347
615,615,4.769155,5.000000,37.509937
616,616,36.117500,5.000000,-23.081278
617,617,8.144703,5.000000,-24.846246
618,618,-19.164656,5.000000,-48.265951
619,619,10.198430,5.000000,-14.312477
620,620,15.116280,5.000000,11.673616
621,621,5.996314,5.000000,24.382340
622,622,-15.286160,5.000000,-34.717815
623,623,-10.467712,5.000000,5.867636
624,624,-24.232581,5.000000,25.104521
625,625,-12.597401,5.000000,-15.576717
626,626,44.636326,5.000000,-37.888933
627,627,26.846695,5.000000,8.311297
628,628,-20.095696,5.000000,-49.737285
629,629,23.340672,5.000000,-0.287508
630,630,-46.013849,5.000000,-46.346852
631,631,-12.428694,5.000000,-30.896029
632,632,-43.831113,5.000000,26.459744
633,633,29.731284,5.000000,27.906676
634,634,-27.014050,5.000000,46.921702
635,635,3.292072,5.000000,19.421006
636,636,10.594547,5.000000,-34.288327
637,637,15.908916,5.000000,-18.668193
638,638,9.042588,5.000000,-21.168826
639,639,-19.996214,5.000000,21.816215
640,640,9.152702,5.000000,-5.642620
641,641,-3.678987,5.000000,-5.618904
642,642,-34.008462,5.000000,-33.853999
643,643,49.189325,5.000000,31.359330
644,644,1.042670,5.000000,1.416113
645,645,18.279091,5.000000,3.304255
646,646,-25.274932,5.000000,27.568886
647,647,28.481586,5.000000,19.588423
648,648,-20.308650,5.000000,-35.427738
649,649,18.588824,5.000000,46.644714
650,650,-38.051389,5.000000,15.299822
651,651,39.302133,5.000000,-40.537682
652,652,-48.468791,5.000000,-3.880620
653,653,-32.686598,5.000000,3.863799
654,654,-5.660426,5.000000,-33.942344
655,655,49.458399,5.000000,7.030340
656,656,-17.214114,5.000000,-39.493745
657,657,10.279929,5.000000,-13.300652
658,658,9.844853,5.000000,-14.797977
659,659,45.737407,5.000000,49.612714
660,660,9.447199,5.000000,-16.810816
661,661,20.303354,5.000000,3.587028
662,662,-21.882950,5.000000,-37.561902
663,663,-10.365857,5.000000,16.287894
664,664,41.325045,5.000000,14.378207
665,665,-18.584939,5.000000,1.130820
666,666,25.679083,5.000000,-12.500637
667,667,47.197064,5.000000,-43.985120
668,668,38.829044,5.000000,41.693507
669,669,0.741202,5.000000,-33.077487
670,670,31.980150,5.000000,36.567077
671,671,35.055054,5.000000,-32.955383
672,672,-15.557499,5.000000,4.785549
673,673,9.138601,5.000000,3.048375
674,674,4.155495,5.000000,-7.176837
675,675,-34.830033,5.000000,23.835381
676,676,38.701674,5.000000,0.833905
677,677,11.582926,5.000000,15.349918
678,678,46.951526,5.000000,-8.340946
679,679,18.568019,5.000000,12.727256
680,680,2.685720,5.000000,20.785919
681,681,-0.277505,5.000000,40.711671
682,682,-21.318071,5.000000,-1.118713
683,683,-26.517684,5.000000,19.502972
684,684,-28.502765,5.000000,19.027540
685,685,-10.657998,5.000000,13.683894
686,686,28.758218,5.000000,11.880739
687,687,-4.298253,5.000000,40.598417
688,688,-36.152860,5.000000,0.573898
689,689,49.142875,5.000000,-3.314462
690,690,-5.740120,5.000000,-30.107830
691,691,-35.438151,5.000000,-44.508416
692,692,-43.200345,5.000000,-37.793447
693,693,-30.863020,5.000000,-31.104704
694,694,-9.294935,5.000000,27.766808
695,695,25.398950,5.000000,-27.862608
696,696,-25.948382,5.000000,-16.998001
697,697,44.569489,5.000000,49.144432
698,698,13.382262,5.000000,-3.369556
